CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
MAZDA ,2     ,MRN,2009,1
MAZDA ,2     ,RED,2009,3
MAZDA ,2     ,SIL,2009,11
MAZDA ,2     ,WHI,2009,2
MAZDA ,2     ,BLK,2010,1
MAZDA ,2     ,BLU,2010,10
MAZDA ,2     ,FWN,2010,1
MAZDA ,2     ,GRN,2010,8
MAZDA ,2     ,GRY,2010,2
MAZDA ,2     ,RED,2010,3
MAZDA ,2     ,SIL,2010,5
MAZDA ,2     ,BLK,2011,4
MAZDA ,2     ,BLU,2011,4
MAZDA ,2     ,GRN,2011,8
MAZDA ,2     ,GRY,2011,8
MAZDA ,2     ,MRN,2011,1
MAZDA ,2     ,RED,2011,4
MAZDA ,2     ,SIL,2011,5
MAZDA ,2     ,WHI,2011,5
MAZDA ,2     ,BLK,2012,4
MAZDA ,2     ,BLU,2012,5
MAZDA ,2     ,GRN,2012,8
MAZDA ,2     ,GRY,2012,3
MAZDA ,2     ,RED,2012,1
MAZDA ,2     ,SIL,2012,11
MAZDA ,2     ,WHI,2012,3
MAZDA ,2     ,BLK,2013,3
MAZDA ,2     ,BLU,2013,4
MAZDA ,2     ,GRN,2013,3
MAZDA ,2     ,GRY,2013,3
MAZDA ,2     ,RED,2013,2
MAZDA ,2     ,SIL,2013,3
MAZDA ,2     ,WHI,2013,3
MAZDA ,2     ,BLK,2014,1
MAZDA ,2     ,BLU,2014,8
MAZDA ,2     ,GRY,2014,1
MAZDA ,2     ,RED,2014,3
MAZDA ,2     ,SIL,2014,4
MAZDA ,2     ,WHI,2014,3
MAZDA ,2     ,BLK,2015,4
MAZDA ,2     ,BLU,2015,6
MAZDA ,2     ,GRY,2015,4
MAZDA ,2     ,RED,2015,6
MAZDA ,2     ,SIL,2015,3
MAZDA ,2     ,WHI,2015,3
MAZDA ,2     ,BLU,2016,11
MAZDA ,2     ,GRY,2016,6
MAZDA ,2     ,PNK,2016,1
MAZDA ,2     ,RED,2016,5
MAZDA ,2     ,SIL,2016,4
MAZDA ,2     ,WHI,2016,4
MAZDA ,2     ,BLK,2017,1
MAZDA ,2     ,BLU,2017,4
MAZDA ,2     ,GRY,2017,6
MAZDA ,2     ,RED,2017,8
MAZDA ,2     ,SIL,2017,2
MAZDA ,2     ,WHI,2017,3
MAZDA ,2     ,BLK,2018,3
MAZDA ,2     ,BLU,2018,4
MAZDA ,2     ,GRY,2018,3
MAZDA ,2     ,RED,2018,5
MAZDA ,2     ,SIL,2018,3
MAZDA ,2     ,WHI,2018,7
MAZDA ,2     ,BLK,2019,3
MAZDA ,2     ,BLU,2019,4
MAZDA ,2     ,GRY,2019,1
MAZDA ,2     ,RED,2019,3
MAZDA ,2     ,SIL,2019,4
MAZDA ,2     ,WHI,2019,5
MAZDA ,2     ,BLK,2020,3
MAZDA ,2     ,GRY,2020,1
MAZDA ,2     ,WHI,2020,3
MAZDA ,2     ,BLK,2021,1
MAZDA ,2     ,BLU,2021,2
MAZDA ,2     ,GRY,2021,2
MAZDA ,2     ,RED,2021,1
MAZDA ,2     ,SIL,2021,6
MAZDA ,2     ,WHI,2021,4
MAZDA ,2     ,BLU,2022,1
MAZDA ,2     ,GRY,2022,1
MAZDA ,2     ,RED,2022,2
MAZDA ,2     ,SIL,2022,1
MAZDA ,2     ,WHI,2022,3
MAZDA ,2     ,BLK,2023,1
MAZDA ,2     ,RED,2023,1
MAZDA ,2     ,SIL,2023,2
MAZDA ,2     ,WHI,2023,1
MAZDA ,2     ,BEI,2024,4
MAZDA ,2     ,BLK,2024,8
MAZDA ,2     ,BLU,2024,7
MAZDA ,2     ,FWN,2024,3
MAZDA ,2     ,GLD,2024,3
MAZDA ,2     ,GRY,2024,19
MAZDA ,2     ,RED,2024,18
MAZDA ,2     ,SIL,2024,16
MAZDA ,2     ,WHI,2024,20
POLEST,2     ,SIL,2021,1
POLEST,2     ,BLU,2022,1
POLEST,2     ,GRY,2022,2
POLEST,2     ,SIL,2022,3
POLEST,2     ,BLK,2023,2
POLEST,2     ,BLU,2023,3
POLEST,2     ,GRY,2023,1
POLEST,2     ,SIL,2023,8
POLEST,2     ,WHI,2023,1
POLEST,2     ,BLK,2024,3
POLEST,2     ,BLU,2024,1
VOLVO ,2     ,WHI,2021,1
MAZDA ,2 EVOL,WHI,2020,1
MAZDA ,2 GENK,BLK,2005,1
MAZDA ,2 GENK,GRN,2008,3
MAZDA ,2 GENK,RED,2008,1
MAZDA ,2 GENK,WHI,2014,1
MAZDA ,2 GENK,WHI,2015,1
MAZDA ,2 HATC,BLU,2024,1
MAZDA ,2 MAXX,SIL,2004,2
MAZDA ,2 MAXX,GRN,2007,2
MAZDA ,2 MAXX,BLK,2008,9
MAZDA ,2 MAXX,GRN,2008,2
MAZDA ,2 MAXX,MRN,2008,1
MAZDA ,2 MAXX,RED,2008,1
MAZDA ,2 MAXX,SIL,2008,1
MAZDA ,2 MAXX,GLD,2010,1
MAZDA ,2 MAXX,SIL,2010,3
MAZDA ,2 MAXX,BLU,2011,1
MAZDA ,2 MAXX,BLU,2015,1
MAZDA ,2 MAXX,RED,2015,1
MAZDA ,2 MAXX,GRY,2016,2
MAZDA ,2 MAXX,GRY,2019,1
MAZDA ,2 NEO ,SIL,2003,1
MAZDA ,2 NEO ,GLD,2005,1
MAZDA ,2 NEO ,SIL,2005,1
MAZDA ,2 NEO ,RED,2007,4
MAZDA ,2 NEO ,BLK,2008,2
MAZDA ,2 NEO ,BLU,2008,1
MAZDA ,2 NEO ,GRY,2008,1
MAZDA ,2 NEO ,OGE,2008,1
MAZDA ,2 NEO ,SIL,2008,1
MAZDA ,2 NEO ,BLK,2009,1
MAZDA ,2 NEO ,GRN,2009,1
MAZDA ,2 NEO ,GRY,2009,4
MAZDA ,2 NEO ,OGE,2009,2
MAZDA ,2 NEO ,SIL,2009,1
MAZDA ,2 NEO ,BLU,2010,3
MAZDA ,2 NEO ,GRY,2010,1
MAZDA ,2 NEO ,RED,2010,2
MAZDA ,2 NEO ,SIL,2010,1
MAZDA ,2 NEO ,WHI,2010,2
MAZDA ,2 NEO ,BLK,2011,2
MAZDA ,2 NEO ,BLU,2011,3
MAZDA ,2 NEO ,GRN,2011,1
MAZDA ,2 NEO ,GRY,2011,2
MAZDA ,2 NEO ,BLK,2012,3
MAZDA ,2 NEO ,BLU,2012,1
MAZDA ,2 NEO ,GRN,2012,2
MAZDA ,2 NEO ,RED,2012,1
MAZDA ,2 NEO ,SIL,2012,2
MAZDA ,2 NEO ,WHI,2012,3
MAZDA ,2 NEO ,BLK,2013,1
MAZDA ,2 NEO ,BLU,2013,1
MAZDA ,2 NEO ,GRY,2013,2
MAZDA ,2 NEO ,SIL,2013,2
MAZDA ,2 NEO ,WHI,2013,2
MAZDA ,2 NEO ,BLU,2014,3
MAZDA ,2 NEO ,BLK,2015,1
MAZDA ,2 NEO ,RED,2015,2
MAZDA ,2 NEO ,SIL,2015,1
MAZDA ,2 NEO ,WHI,2015,1
MAZDA ,2 NEO ,WHI,2017,1
MAZDA ,2 NEO ,WHI,2018,1
B M W ,2 SERI,GRY,2015,1
B M W ,2 SERI,WHI,2016,2
B M W ,2 SERI,WHI,2021,1
B M W ,2 SERI,BLK,2022,1
TOYOTA,20 SER,WHI,2004,1
MAZDA ,200   ,BLK,2009,1
MAZDA ,200   ,BLK,2010,3
MAZDA ,200   ,SIL,2010,1
MAZDA ,200   ,WHI,2010,1
MAZDA ,200   ,BLU,2011,1
MAZDA ,200   ,GRN,2011,1
MAZDA ,200   ,GRY,2011,1
MAZDA ,200   ,WHI,2012,1
MAZDA ,200   ,BLU,2013,1
MAZDA ,200   ,GRN,2013,2
MAZDA ,200   ,GRY,2014,1
MAZDA ,200   ,RED,2015,1
MAZDA ,200   ,RED,2016,1
MAZDA ,200   ,GRY,2019,1
MAZDA ,200   ,WHI,2019,2
MAZDA ,200   ,WHI,2020,1
K T M ,200 DU,OGE,2020,1
K T M ,200 DU,OGE,2021,2
K T M ,200 DU,OGE,2023,1
K T M ,200 DU,OGE,2024,1
NISSAN,200 SX,MRN,1997,1
B M W ,2002  ,WHI,1973,1
HONDA ,2007  ,BLK,2007,1
KAWASA,2008  ,GRN,2008,1
PEUG  ,2008  ,GRY,2013,3
PEUG  ,2008  ,WHI,2013,3
PEUG  ,2008  ,BLK,2014,1
PEUG  ,2008  ,GRY,2014,3
PEUG  ,2008  ,WHI,2014,5
PEUG  ,2008  ,GRY,2015,1
PEUG  ,2008  ,GRY,2016,2
PEUG  ,2008  ,WHI,2016,1
PEUG  ,2008  ,RED,2017,1
PEUG  ,2008  ,GRY,2018,2
PEUG  ,2008  ,WHI,2018,4
PEUG  ,2008  ,GRY,2019,1
PEUG  ,2008  ,RED,2019,1
PEUG  ,2008  ,WHI,2019,1
PEUG  ,2008  ,BLU,2021,2
PEUG  ,2008  ,GRY,2021,3
PEUG  ,2008  ,WHI,2021,1
PEUG  ,2008  ,GRY,2022,1
PEUG  ,2008  ,WHI,2022,1
PEUG  ,2008  ,BLK,2023,5
PEUG  ,2008  ,BLU,2023,3
PEUG  ,2008  ,GRY,2023,4
PEUG  ,2008  ,RED,2023,3
PEUG  ,2008  ,WHI,2023,3
PEUG  ,2008  ,GRY,2024,1
PEUG  ,2008 A,WHI,2018,1
PEUG  ,2008 A,SIL,2023,1
PEUG  ,2008 G,BLU,2023,1
PEUG  ,2008GT,BLK,2023,1
FORD  ,200D  ,BLU,1975,1
K T M ,200DK ,OGE,2020,1
K T M ,200EXC,OGE,2001,1
K T M ,200EXC,OGE,2010,1
K T M ,200EXC,OGE,2014,1
K T M ,200EXC,OGE,2015,1
KTM   ,200EXC,OGE,2013,1
KTM   ,200EXC,OGE,2014,1
NISSAN,200SX ,BLU,1997,1
NISSAN,200SX ,PUR,2001,1
HYNDAI,2010  ,WHI,2010,1
MAZDA ,2010  ,GRN,2010,1
VOLVO ,2010  ,GRY,2010,3
SUBARU,2011  ,WHI,2011,1
HYNDAI,2012  ,WHI,2012,1
MAZDA ,2012  ,SIL,2012,1
NISSAN,2012  ,BLK,2012,1
FORD  ,2014  ,RED,2014,1
AUDI  ,2015  ,BLK,2015,1
HYNDAI,2015  ,WHI,2015,1
MAZDA ,2015  ,GRY,2015,1
MERC B,2015  ,WHI,2015,1
B M W ,2016  ,BLK,2016,1
FORD  ,2016  ,GRY,2016,3
SUBARU,2016  ,BLK,2016,1
SUBARU,2016  ,GRY,2016,2
MAZDA ,2017  ,SIL,2017,1
FORD  ,2024  ,GRY,2024,1
FORD  ,2024  ,WHI,2024,1
TOYOTA,2024  ,SIL,2024,1
MERC B,204   ,GRY,2013,1
MERC B,204 C ,GRY,2012,2
MERC B,20407 ,BLK,2008,1
MERC B,20407 ,SIL,2010,1
MERC B,20407 ,WHI,2011,1
MERC B,20407 ,WHI,2012,1
MERC B,20407 ,GRY,2013,1
MERC B,205   ,BLU,2014,1
MERC B,205   ,GRY,2016,1
MERC B,205   ,SIL,2016,2
MERC B,205   ,BLK,2017,2
MERC B,205   ,BLK,2020,1
MERC B,205   ,WHI,2021,1
PEUG  ,205   ,BLU,1993,1
MERC B,20514 ,BLK,2019,1
MERC B,20514 ,WHI,2020,1
PEUG  ,206   ,RED,2002,1
PEUG  ,206   ,BLK,2003,1
PEUG  ,206   ,RED,2005,1
PEUG  ,206 XT,BLK,2004,1
PEUG  ,206 XT,SIL,2005,2
PEUG  ,206CC ,BLU,2005,2
PEUG  ,206CC ,SIL,2006,1
PEUG  ,206CC ,BLU,2007,1
PEUG  ,206CC ,GRY,2007,1
PEUG  ,206GTI,BLU,2000,1
PEUG  ,206XR ,BLU,2001,1
PEUG  ,206XT ,RED,2006,1
PEUG  ,207   ,RED,2006,1
PEUG  ,207   ,BEI,2007,1
PEUG  ,207   ,BLU,2007,1
PEUG  ,207   ,OGE,2007,1
PEUG  ,207   ,WHI,2007,1
PEUG  ,207   ,BLU,2008,1
PEUG  ,207   ,GRY,2008,3
PEUG  ,207   ,RED,2008,2
PEUG  ,207   ,SIL,2008,2
PEUG  ,207   ,RED,2009,1
PEUG  ,207   ,SIL,2009,1
PEUG  ,207   ,BLK,2010,1
PEUG  ,207   ,GRY,2010,3
PEUG  ,207   ,SIL,2010,1
PEUG  ,207   ,BLK,2011,1
PEUG  ,207   ,GRY,2011,6
PEUG  ,207   ,SIL,2012,3
PEUG  ,207 XR,RED,2008,1
MERC B,20709 ,GRY,2010,1
PEUG  ,207CC ,SIL,2009,1
PEUG  ,207CC ,SIL,2011,1
PEUG  ,207XT ,GLD,2009,1
PEUG  ,207XT ,SIL,2009,1
PEUG  ,207XT ,GRY,2011,2
PEUG  ,208   ,SIL,2012,3
PEUG  ,208   ,BLK,2013,4
PEUG  ,208   ,BLU,2013,2
PEUG  ,208   ,GRY,2013,3
PEUG  ,208   ,PNK,2013,1
PEUG  ,208   ,RED,2013,1
PEUG  ,208   ,WHI,2013,4
PEUG  ,208   ,BLK,2014,3
PEUG  ,208   ,GRY,2015,1
PEUG  ,208   ,RED,2015,1
PEUG  ,208   ,WHI,2015,1
PEUG  ,208   ,GRY,2016,1
PEUG  ,208   ,WHI,2016,2
PEUG  ,208   ,GRY,2017,2
PEUG  ,208   ,WHI,2017,3
PEUG  ,208   ,BLU,2018,1
B M W ,20I X2,WHI,2021,1
MERC B,21095A,GRN,1996,1
MERC B,21097B,SIL,2000,1
MERC B,21097C,BLK,1999,1
MERC B,21097D,RED,1998,1
MERC B,21103C,SIL,2004,1
MERC B,21106 ,SIL,2003,1
FENDT ,2115  ,GRN,2024,1
FENDT ,211P  ,GRN,2024,3
FENDT ,211S  ,GRN,2023,1
MERC B,212   ,BLK,2014,1
MERC B,212   ,WHI,2016,2
MERC B,213   ,SIL,2016,1
MERC B,21316 ,WHI,2016,1
MERC B,21316 ,GRY,2017,1
MERC B,21316 ,GRY,2019,1
MERC B,21316 ,BLK,2020,1
B M W ,218D  ,BLU,2014,2
B M W ,218D  ,BLK,2015,1
B M W ,218D  ,GLD,2015,1
B M W ,218D  ,SIL,2015,1
B M W ,218D  ,WHI,2017,1
B M W ,218D A,BLK,2017,1
B M W ,218GC ,WHI,2021,2
B M W ,218I  ,GRY,2015,1
B M W ,218I  ,WHI,2015,2
B M W ,218I  ,BLK,2016,2
B M W ,218I  ,GRY,2016,1
B M W ,218I  ,BLU,2017,1
B M W ,218I  ,BLU,2020,1
B M W ,218I  ,WHI,2020,1
B M W ,218I  ,GRY,2021,1
B M W ,218I  ,BLK,2023,1
B M W ,218I  ,BLU,2023,1
B M W ,218I  ,GRY,2023,1
B M W ,218I  ,WHI,2023,1
B M W ,218I  ,BLU,2024,1
B M W ,218I  ,GRY,2024,1
B M W ,218I G,BLU,2021,2
B M W ,218I G,WHI,2023,1
B M W ,218I G,GRY,2024,1
MAZDA ,2200  ,WHI,2013,1
MERC B,22000B,BLU,2000,1
MERC B,22000B,BLK,2001,1
MERC B,22000B,SIL,2001,1
B M W ,220D  ,RED,2016,1
B M W ,220D C,GRY,2014,1
B M W ,220I  ,BLU,2014,1
B M W ,220I  ,RED,2014,2
B M W ,220I  ,SIL,2014,1
B M W ,220I  ,BLK,2015,1
B M W ,220I  ,GRY,2015,3
B M W ,220I  ,RED,2015,2
B M W ,220I  ,SIL,2015,2
B M W ,220I  ,BLK,2016,3
B M W ,220I  ,SIL,2016,2
B M W ,220I  ,BLU,2017,1
B M W ,220I  ,GRY,2017,2
B M W ,220I  ,BLK,2018,1
B M W ,220I  ,WHI,2018,1
B M W ,220I  ,BLK,2021,4
B M W ,220I  ,GRY,2021,1
B M W ,220I  ,BLK,2022,1
B M W ,220I  ,BLU,2022,1
B M W ,220I  ,GRY,2022,1
B M W ,220I  ,WHI,2022,1
B M W ,220I  ,GRY,2023,1
B M W ,220I  ,WHI,2023,2
B M W ,220I  ,BLK,2024,2
B M W ,220I  ,GRY,2024,2
B M W ,220I  ,RED,2024,1
B M W ,220I  ,WHI,2024,1
B M W ,220I G,BLK,2020,1
B M W ,220I G,BLU,2022,1
MERC B,222   ,SIL,2018,1
MERC B,22213 ,SIL,2019,1
HAVAL ,224990,BLK,2022,1
B M W ,225I  ,SIL,2014,1
B M W ,225I  ,WHI,2014,1
B M W ,225I  ,GRY,2015,1
B M W ,225I  ,GRY,2016,1
B M W ,228   ,WHI,2014,1
B M W ,228   ,WHI,2016,1
B M W ,228I  ,BLK,2016,1
B M W ,228I  ,WHI,2017,1
B M W ,228I C,WHI,2016,1
B M W ,230   ,GRY,2011,1
B M W ,230   ,WHI,2017,1
MERC B,230CE ,GRY,1980,2
MERC B,230E  ,BLU,1984,1
B M W ,230I  ,WHI,2016,1
B M W ,230I  ,GRY,2019,2
B M W ,230I  ,PUR,2023,1
B M W ,230I  ,BLK,2024,2
B M W ,230I  ,GRY,2024,5
B M W ,230I  ,RED,2024,1
B M W ,230I  ,WHI,2024,4
B M W ,230I C,SIL,2017,1
INTERN,2350G ,RED,2002,1
B M W ,235I  ,BLK,2014,1
MERC B,238   ,BLK,2020,1
MERC B,238   ,GRY,2021,1
CASE  ,2388  ,RED,1999,1
CASE  ,2388  ,RED,2003,1
MITSUB,24    ,RED,2024,1
JAGUAR,240   ,WHI,1968,1
VOLVO ,240   ,WHI,1993,1
MERC B,240D  ,BLU,1980,1
VOLVO ,240GL ,RED,1990,1
B M W ,240I  ,WHI,2019,1
CATPLR,242D3 ,YLW,1900,1
VOLVO ,244GL ,RED,1984,1
MERC B,24612 ,SIL,2013,2
B M W ,25/354,BLK,1954,1
K T M ,250   ,OGE,2017,1
K T M ,250 EX,OGE,1900,2
K T M ,250 EX,OGE,2018,1
K T M ,250 EX,OGE,2019,1
K T M ,250 EX,OGE,2022,2
K T M ,250 EX,OGE,2023,1
K T M ,250 EX,OGE,2024,2
K T M ,250 FR,OGE,2017,1
DODGE ,2500  ,GRY,2023,1
RAM   ,2500  ,SIL,2016,1
RAM   ,2500  ,WHI,2017,1
RAM   ,2500  ,BLK,2018,1
RAM   ,2500  ,WHI,2023,1
RAM   ,2500  ,BLU,2024,1
RAM   ,2500  ,SIL,2024,1
RAM   ,2500 L,BLK,2023,1
RAM   ,2500 L,GRY,2023,1
RAM   ,2500 L,SIL,2024,1
RAM   ,2500 L,WHI,2024,1
DODGE ,2500HD,SIL,2018,1
GMC   ,2500HD,WHI,1997,1
SHERCO,2504T ,BLU,2021,1
K T M ,250EXC,OGE,1900,5
K T M ,250EXC,WHI,2010,1
K T M ,250EXC,OGE,2012,1
K T M ,250EXC,OGE,2013,1
K T M ,250EXC,OGE,2015,1
K T M ,250EXC,WHI,2016,1
K T M ,250EXC,OGE,2017,1
K T M ,250EXC,OGE,2021,3
K T M ,250EXC,OGE,2022,2
K T M ,250EXC,OGE,2023,2
KTM   ,250EXC,OGE,2022,1
CFMOTO,250NK ,BLK,2018,2
CFMOTO,250NK ,BLK,2019,1
K T M ,250SX ,OGE,2019,1
K T M ,250SX ,OGE,2021,1
K T M ,250SXF,BLK,1900,1
K T M ,250SXF,OGE,2015,2
MAZDA ,250W  ,WHI,1996,1
HUSQVA,250WR ,WHI,1988,1
K T M ,250XC ,OGE,1900,1
K T M ,250XC ,OGE,2020,1
K T M ,250XCF,OGE,2021,1
YAMAHA,250YZ ,BLU,1900,1
MERC B,25109 ,SIL,2012,1
MERC B,25315 ,SIL,2018,1
MERC B,25315 ,WHI,2020,1
MERC B,25315 ,WHI,2022,1
CATPLR,255   ,YLW,1900,2
CATPLR,259D3 ,YLW,1900,1
CATPLR,259D3 ,YLW,2022,1
CATPLR,259D3 ,YLW,2023,1
INTERN,260079,WHI,1980,1
MERC B,260E  ,GLD,1989,1
MERC B,2644  ,WHI,2015,2
MERC B,2644LS,WHI,2017,1
MERC B,26498B,WHI,2018,1
MERC B,280CE ,BLU,1984,1
MERC B,280SEL,GLD,1980,1
HINO  ,2845  ,WHI,2010,1
FERRAR,296 GT,RED,2023,1
FERRAR,296 GT,RED,2024,1
MAZDA ,2A    ,SIL,2005,1
MAZDA ,2A03A ,BLU,2005,1
MAZDA ,2A03A ,BLU,2007,1
MAZDA ,2A05A ,GLD,2006,1
MAZDA ,2B    ,BLU,2008,1
MAZDA ,2B    ,WHI,2008,1
MAZDA ,2B    ,GRY,2011,1
MAZDA ,2B07A ,RED,2007,1
MAZDA ,2B07A ,WHI,2008,2
MAZDA ,2B07A ,SIL,2011,1
MAZDA ,2B08  ,BLK,2009,1
MAZDA ,2B08  ,MRN,2009,1
MAZDA ,2B08  ,SIL,2013,1
MAZDA ,2C14  ,RED,2016,1
MAZDA ,2C14  ,WHI,2018,1
MAZDA ,2GENKI,GRY,2007,1
VOLKS ,2KN CA,BLK,2011,1
MAZDA ,2NEO  ,GRN,2008,1
MAZDA ,2NEO  ,GRY,2008,3
MAZDA ,2NEO  ,SIL,2009,1
MAZDA ,2NEO  ,SIL,2013,1
B M W ,2SER18,SIL,2021,1
B M W ,2SER20,BLK,2022,1
B M W ,2SERIE,SIL,2015,2
CHEV  ,2SS   ,WHI,2019,1
B M W ,3     ,GRY,2023,1
M G   ,3     ,BLK,2019,1
M G   ,3     ,BLU,2019,1
M G   ,3     ,RED,2019,2
M G   ,3     ,SIL,2019,2
M G   ,3     ,YLW,2019,2
M G   ,3     ,SIL,2020,2
M G   ,3     ,WHI,2020,1
M G   ,3     ,YLW,2020,1
M G   ,3     ,BLK,2021,1
M G   ,3     ,BLU,2021,1
M G   ,3     ,YLW,2021,1
M G   ,3     ,SIL,2022,1
M G   ,3     ,WHI,2022,2
M G   ,3     ,WHI,2023,1
M G   ,3     ,YLW,2023,1
M G   ,3     ,BLK,2024,2
M G   ,3     ,BLU,2024,2
M G   ,3     ,RED,2024,1
M G   ,3     ,SIL,2024,1
M G   ,3     ,WHI,2024,6
MAZDA ,3     ,FWN,2003,1
MAZDA ,3     ,BLK,2004,2
MAZDA ,3     ,BLU,2004,8
MAZDA ,3     ,GLD,2004,2
MAZDA ,3     ,GRN,2004,2
MAZDA ,3     ,GRY,2004,14
MAZDA ,3     ,RED,2004,6
MAZDA ,3     ,SIL,2004,15
MAZDA ,3     ,WHI,2004,5
MAZDA ,3     ,YLW,2004,1
MAZDA ,3     ,BLK,2005,8
MAZDA ,3     ,BLU,2005,11
MAZDA ,3     ,GLD,2005,2
MAZDA ,3     ,GRY,2005,27
MAZDA ,3     ,RED,2005,15
MAZDA ,3     ,SIL,2005,17
MAZDA ,3     ,WHI,2005,2
MAZDA ,3     ,BLK,2006,13
MAZDA ,3     ,BLU,2006,10
MAZDA ,3     ,GLD,2006,1
MAZDA ,3     ,GRY,2006,27
MAZDA ,3     ,MRN,2006,1
MAZDA ,3     ,PUR,2006,3
MAZDA ,3     ,RED,2006,9
MAZDA ,3     ,SIL,2006,13
MAZDA ,3     ,WHI,2006,5
MAZDA ,3     ,BLK,2007,15
MAZDA ,3     ,BLU,2007,19
MAZDA ,3     ,GLD,2007,2
MAZDA ,3     ,GRY,2007,34
MAZDA ,3     ,PUR,2007,2
MAZDA ,3     ,RED,2007,11
MAZDA ,3     ,SIL,2007,24
MAZDA ,3     ,WHI,2007,3
MAZDA ,3     ,BLK,2008,21
MAZDA ,3     ,BLU,2008,17
MAZDA ,3     ,FWN,2008,3
MAZDA ,3     ,GLD,2008,1
MAZDA ,3     ,GRY,2008,33
MAZDA ,3     ,MRN,2008,1
MAZDA ,3     ,RED,2008,5
MAZDA ,3     ,SIL,2008,10
MAZDA ,3     ,WHI,2008,5
MAZDA ,3     ,BLK,2009,19
MAZDA ,3     ,BLU,2009,32
MAZDA ,3     ,GRY,2009,40
MAZDA ,3     ,RED,2009,21
MAZDA ,3     ,SIL,2009,23
MAZDA ,3     ,WHI,2009,10
MAZDA ,3     ,BLK,2010,16
MAZDA ,3     ,BLU,2010,25
MAZDA ,3     ,GRY,2010,29
MAZDA ,3     ,RED,2010,17
MAZDA ,3     ,SIL,2010,31
MAZDA ,3     ,WHI,2010,6
MAZDA ,3     ,BLK,2011,17
MAZDA ,3     ,BLU,2011,16
MAZDA ,3     ,BRN,2011,1
MAZDA ,3     ,GRY,2011,33
MAZDA ,3     ,RED,2011,6
MAZDA ,3     ,SIL,2011,31
MAZDA ,3     ,WHI,2011,4
MAZDA ,3     ,BLK,2012,11
MAZDA ,3     ,BLU,2012,19
MAZDA ,3     ,GRY,2012,24
MAZDA ,3     ,RED,2012,13
MAZDA ,3     ,SIL,2012,15
MAZDA ,3     ,WHI,2012,14
MAZDA ,3     ,BLK,2013,5
MAZDA ,3     ,BLU,2013,12
MAZDA ,3     ,BRN,2013,1
MAZDA ,3     ,GRY,2013,22
MAZDA ,3     ,RED,2013,12
MAZDA ,3     ,SIL,2013,21
MAZDA ,3     ,WHI,2013,11
MAZDA ,3     ,BLK,2014,9
MAZDA ,3     ,BLU,2014,20
MAZDA ,3     ,BRN,2014,5
MAZDA ,3     ,GRY,2014,19
MAZDA ,3     ,RED,2014,21
MAZDA ,3     ,SIL,2014,14
MAZDA ,3     ,WHI,2014,14
MAZDA ,3     ,BLK,2015,7
MAZDA ,3     ,BLU,2015,16
MAZDA ,3     ,BRN,2015,4
MAZDA ,3     ,GRY,2015,11
MAZDA ,3     ,RED,2015,15
MAZDA ,3     ,SIL,2015,16
MAZDA ,3     ,WHI,2015,19
MAZDA ,3     ,BLK,2016,12
MAZDA ,3     ,BLU,2016,11
MAZDA ,3     ,BRN,2016,2
MAZDA ,3     ,GRY,2016,18
MAZDA ,3     ,RED,2016,22
MAZDA ,3     ,SIL,2016,10
MAZDA ,3     ,WHI,2016,19
MAZDA ,3     ,BLK,2017,8
MAZDA ,3     ,BLU,2017,11
MAZDA ,3     ,GRY,2017,13
MAZDA ,3     ,RED,2017,7
MAZDA ,3     ,SIL,2017,10
MAZDA ,3     ,WHI,2017,19
MAZDA ,3     ,BLK,2018,17
MAZDA ,3     ,BLU,2018,16
MAZDA ,3     ,BRN,2018,1
MAZDA ,3     ,GRY,2018,22
MAZDA ,3     ,RED,2018,22
MAZDA ,3     ,SIL,2018,9
MAZDA ,3     ,WHI,2018,25
MAZDA ,3     ,BLK,2019,7
MAZDA ,3     ,BLU,2019,7
MAZDA ,3     ,BRN,2019,2
MAZDA ,3     ,GRY,2019,21
MAZDA ,3     ,RED,2019,16
MAZDA ,3     ,SIL,2019,8
MAZDA ,3     ,WHI,2019,18
MAZDA ,3     ,BLK,2020,1
MAZDA ,3     ,BLU,2020,4
MAZDA ,3     ,GRY,2020,6
MAZDA ,3     ,RED,2020,10
MAZDA ,3     ,SIL,2020,6
MAZDA ,3     ,WHI,2020,9
MAZDA ,3     ,BLK,2021,2
MAZDA ,3     ,BLU,2021,2
MAZDA ,3     ,BRN,2021,1
MAZDA ,3     ,GRY,2021,2
MAZDA ,3     ,RED,2021,5
MAZDA ,3     ,SIL,2021,4
MAZDA ,3     ,WHI,2021,8
MAZDA ,3     ,BLU,2022,1
MAZDA ,3     ,GRY,2022,1
MAZDA ,3     ,RED,2022,1
MAZDA ,3     ,SIL,2022,2
MAZDA ,3     ,BLK,2023,3
MAZDA ,3     ,BLU,2023,3
MAZDA ,3     ,GRY,2023,9
MAZDA ,3     ,RED,2023,4
MAZDA ,3     ,WHI,2023,6
MAZDA ,3     ,BEI,2024,7
MAZDA ,3     ,BLK,2024,29
MAZDA ,3     ,BLU,2024,37
MAZDA ,3     ,FWN,2024,6
MAZDA ,3     ,GLD,2024,1
MAZDA ,3     ,GRY,2024,37
MAZDA ,3     ,RED,2024,24
MAZDA ,3     ,SIL,2024,12
MAZDA ,3     ,WHI,2024,60
POLEST,3     ,BLU,2024,1
POLEST,3     ,SIL,2024,1
TESLA ,3     ,BLK,2021,1
